,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.22673,0.219,0.242,0.222,0.201735
Net Income From Continuing Operation Net Minority Interest,2459000000.0,2358000000.0,2126000000.0,1909000000.0,1840000000.0
Reconciled Depreciation,333000000.0,339000000.0,343000000.0,347000000.0,354000000.0
Net Interest Income,3172000000.0,3050000000.0,2822000000.0,2706000000.0,2531000000.0
Interest Expense,832000000.0,906000000.0,965000000.0,1051000000.0,1322000000.0
Interest Income,4004000000.0,3956000000.0,3787000000.0,3757000000.0,3853000000.0
Normalized Income,2459000000.0,2358000000.0,2126000000.0,1909000000.0,1840000000.0
Net Income From Continuing And Discontinued Operation,2459000000.0,2358000000.0,2126000000.0,1909000000.0,1840000000.0
Diluted Average Shares,1777000000.0,1811000000.0,1822000000.0,1822000000.0,1836000000.0
Basic Average Shares,1772000000.0,1806000000.0,1817000000.0,1817000000.0,1831000000.0
Diluted EPS,1.33,1.26,1.08,0.99,0.94
Basic EPS,1.34,1.26,1.09,0.99,0.94
Diluted NI Availto Com Stockholders,2367000000.0,2277000000.0,1977000000.0,1796000000.0,1717000000.0
Net Income Common Stockholders,2367000000.0,2277000000.0,1977000000.0,1796000000.0,1717000000.0
Preferred Stock Dividends,92000000.0,81000000.0,149000000.0,113000000.0,123000000.0
Net Income,2459000000.0,2358000000.0,2126000000.0,1909000000.0,1840000000.0
Net Income Including Noncontrolling Interests,2459000000.0,2358000000.0,2126000000.0,1909000000.0,1840000000.0
Net Income Continuous Operations,2459000000.0,2358000000.0,2126000000.0,1909000000.0,1840000000.0
Tax Provision,721000000.0,663000000.0,677000000.0,546000000.0,465000000.0
Pretax Income,3180000000.0,3021000000.0,2803000000.0,2455000000.0,2305000000.0
Gain On Sale Of Security,0.0,0.0,0.0,0.0,0.0
Depreciation Amortization Depletion Income Statement,333000000.0,339000000.0,343000000.0,347000000.0,354000000.0
Depreciation And Amortization In Income Statement,333000000.0,339000000.0,343000000.0,347000000.0,354000000.0
Amortization,127000000.0,127000000.0,128000000.0,130000000.0,130000000.0
Amortization Of Intangibles Income Statement,127000000.0,127000000.0,128000000.0,130000000.0,130000000.0
Depreciation Income Statement,206000000.0,212000000.0,215000000.0,217000000.0,224000000.0
Selling General And Administration,1745000000.0,1754000000.0,1644000000.0,1768000000.0,1634000000.0
Selling And Marketing Expense,115000000.0,101000000.0,108000000.0,96000000.0,101000000.0
General And Administrative Expense,1630000000.0,1653000000.0,1536000000.0,1672000000.0,1533000000.0
Salaries And Wages,1630000000.0,1653000000.0,1536000000.0,1672000000.0,1533000000.0
Total Revenue,6336000000.0,6135000000.0,5851000000.0,5599000000.0,5329000000.0
Operating Revenue,6336000000.0,6135000000.0,5851000000.0,5599000000.0,5329000000.0
Occupancy And Equipment,293000000.0,280000000.0,270000000.0,274000000.0,276000000.0
Professional Expense And Contract Services Expense,344000000.0,293000000.0,291000000.0,269000000.0,297000000.0
Other Non Interest Expense,441000000.0,448000000.0,500000000.0,486000000.0,463000000.0
