,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-3515595.550588,-568227.0,-53550.0,-5026818.0,-33338970.0
Tax Rate For Calcs,0.133994,0.257,0.21,0.307,0.21
Normalized EBITDA,586011000.0,561103000.0,330479000.0,510199000.0,1047467000.0
Total Unusual Items,-26237000.0,-2211000.0,-255000.0,-16374000.0,-158757000.0
Total Unusual Items Excluding Goodwill,-26237000.0,-2211000.0,-255000.0,-16374000.0,-158757000.0
Net Income From Continuing Operation Net Minority Interest,320017000.0,276320000.0,62719000.0,224203000.0,796591000.0
Reconciled Depreciation,132521000.0,127783000.0,123833000.0,119564000.0,123815000.0
Reconciled Cost Of Revenue,1946204000.0,2144084000.0,1818445000.0,1861152000.0,1329197000.0
EBITDA,559774000.0,558892000.0,330224000.0,493825000.0,888710000.0
EBIT,427253000.0,431109000.0,206391000.0,374261000.0,764895000.0
Net Interest Income,-48075000.0,-51474000.0,-46035000.0,-44622000.0,-40144000.0
Interest Expense,57721000.0,59199000.0,57279000.0,50607000.0,41838000.0
Interest Income,9646000.0,7725000.0,11244000.0,5985000.0,1694000.0
Normalized Income,342738404.449412,277962773.0,62920450.0,235550182.0,922009030.0
Net Income From Continuing And Discontinued Operation,320017000.0,276320000.0,62719000.0,224203000.0,796591000.0
Total Expenses,2644354000.0,2744624000.0,2421652000.0,2419824000.0,1951930000.0
Total Operating Income As Reported,444913000.0,434583000.0,192811000.0,369221000.0,939147000.0
Diluted Average Shares,203266000.0,203494000.0,203188000.0,203141000.0,203487000.0
Basic Average Shares,202602000.0,202977000.0,202861000.0,202711000.0,202963000.0
Diluted EPS,1.57,1.36,0.308675,1.1,3.92
Basic EPS,1.62,1.4,0.309172,1.14,4.03
Diluted NI Availto Com Stockholders,320017000.0,276320000.0,62719000.0,224203000.0,796591000.0
Net Income Common Stockholders,320017000.0,276320000.0,62719000.0,224203000.0,796591000.0
Net Income,320017000.0,276320000.0,62719000.0,224203000.0,796591000.0
Net Income Including Noncontrolling Interests,320017000.0,276320000.0,62719000.0,224203000.0,796591000.0
Net Income Continuous Operations,320017000.0,276320000.0,62719000.0,224203000.0,796591000.0
Tax Provision,49515000.0,95590000.0,86393000.0,99451000.0,-73534000.0
Pretax Income,369532000.0,371910000.0,149112000.0,323654000.0,723057000.0
Other Income Expense,-29060000.0,-13410000.0,2081000.0,-17319000.0,-172409000.0
Other Non Operating Income Expenses,-2823000.0,-11199000.0,2336000.0,-945000.0,-13652000.0
Special Income Charges,-26237000.0,-2211000.0,-255000.0,-16374000.0,-158757000.0
Write Off,24483000.0,0.0,0.0,0.0,162294000.0
Restructuring And Mergern Acquisition,1754000.0,2211000.0,255000.0,16374000.0,-3537000.0
Net Non Operating Interest Income Expense,-48075000.0,-51474000.0,-46035000.0,-44622000.0,-40144000.0
Interest Expense Non Operating,57721000.0,59199000.0,57279000.0,50607000.0,41838000.0
Interest Income Non Operating,9646000.0,7725000.0,11244000.0,5985000.0,1694000.0
Operating Income,446667000.0,436794000.0,193066000.0,385595000.0,935610000.0
Operating Expense,698150000.0,600540000.0,603207000.0,558672000.0,622733000.0
Selling General And Administration,698150000.0,600540000.0,603207000.0,558672000.0,622733000.0
General And Administrative Expense,,,,559992000.0,
Other Gand A,,,,558672000.0,
Salaries And Wages,,,,1320000.0,
Gross Profit,1144817000.0,1037334000.0,796273000.0,944267000.0,1558343000.0
Cost Of Revenue,1946204000.0,2144084000.0,1818445000.0,1861152000.0,1329197000.0
Total Revenue,3091021000.0,3181418000.0,2614718000.0,2805419000.0,2887540000.0
Operating Revenue,3091021000.0,3181418000.0,2614718000.0,2805419000.0,2887540000.0
