,2026-01-31,2025-10-31,2025-07-31,2025-04-30,2025-01-31,2024-07-31
Ordinary Shares Number,3949000000.0,3938000000.0,3959998180.0,3960000000.0,3977000000.0,
Share Issued,3949000000.0,3938000000.0,3959998180.0,3960000000.0,3977000000.0,
Net Debt,22628000000.0,19689000000.0,19747000000.0,21118000000.0,22481000000.0,
Total Debt,30086000000.0,28089000000.0,28093000000.0,29279000000.0,31037000000.0,
Tangible Book Value,-19818000000.0,-20959000000.0,-21468000000.0,-22732000000.0,-23328000000.0,
Invested Capital,77809000000.0,74962000000.0,74936000000.0,75214000000.0,76567000000.0,
Working Capital,-1655000000.0,-2575000000.0,-78000000.0,-1679000000.0,-5338000000.0,
Net Tangible Assets,-19818000000.0,-20959000000.0,-21468000000.0,-22732000000.0,-23328000000.0,
Common Stock Equity,47723000000.0,46873000000.0,46843000000.0,45935000000.0,45530000000.0,
Total Capitalization,69090000000.0,68237000000.0,69704000000.0,68792000000.0,65155000000.0,
Total Equity Gross Minority Interest,47723000000.0,46873000000.0,46843000000.0,45935000000.0,45530000000.0,
Stockholders Equity,47723000000.0,46873000000.0,46843000000.0,45935000000.0,45530000000.0,
Gains Losses Not Affecting Retained Earnings,-836000000.0,-930000000.0,-954000000.0,-1133000000.0,-1493000000.0,
Other Equity Adjustments,-836000000.0,-930000000.0,-954000000.0,-1133000000.0,-1493000000.0,
Retained Earnings,66000000.0,-364000000.0,50000000.0,152000000.0,502000000.0,
Capital Stock,48493000000.0,48167000000.0,47747000000.0,46916000000.0,46521000000.0,
Common Stock,48493000000.0,48167000000.0,47747000000.0,46916000000.0,46521000000.0,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,75648000000.0,74229000000.0,75448000000.0,73847000000.0,75845000000.0,
Total Non Current Liabilities Net Minority Interest,38862000000.0,38778000000.0,40384000000.0,39352000000.0,35826000000.0,
Other Non Current Liabilities,3167000000.0,3074000000.0,2995000000.0,2711000000.0,2649000000.0,
